Date;Time;Country;Retailer;Device;Page Type;Keyword;Place;Position;Image;Target URL;Type;Category;Brand;Product;Title;Detail;Call to Action;Price;Price From;Price Install;Ad Type;;
2018-01-09;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;3;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/248263-262-262/Vistafrontal.jpg?v=636481423205600000;https://www.tiendasjumbo.co/lavadora-secadora-mabe-37lbs-17kg-mcl1740psdg0/p;Organic;Washing Machine;MABE;Lavadora Secadora Mabe 37lbs/17Kg - MCL1740PSDG0;New;New;New;$4.259.000;;New;0;New;
2018-01-09;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;4;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/248316-262-262/Vistafrontal.jpg?v=636481423563030000;https://www.tiendasjumbo.co/lavadora-secadora-lg-carga-frontal-20kg-44lbs-wd20vvs6/p;Organic;Washing Machine;LG;Lavadora/secadora LG Carga Frontal 20kg/44lbs WD20VVS6;New;New;New;$4.207.415;$4.949.900;New;0;New;
2018-01-09;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;5;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/247748-262-262/DetallesdelProducto.jpg?v=636481418889400000;https://www.tiendasjumbo.co/lavadora-lg-22kg-carga-frontal-wm22vvs6/p;Organic;Washing Machine;LG;Lavadora LG 22kg - Carga Frontal - WM22VVS6;New;New;New;$4.139.910;$4.599.900;New;0;New;
2018-01-09;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;6;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/251833-262-262/1.jpg?v=636482361334230000;https://www.tiendasjumbo.co/lavadora-whirlpool-20kg-carfron-7mwfw90hefc-silver/p;Organic;Washing Machine;WHIRLPOOL;Lavadora Whirlpool 20kg carfron 7MWFW90HEFC silver;New;New;New;$3.999.900;;New;0;New;
2018-01-09;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;7;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/326033-262-262/Vistafrontal.jpg?v=636487527216400000;https://www.tiendasjumbo.co/secadora-samsung-dvg22k6500v-ap-inox-22kg-48lb/p;Organic;Other;SAMSUNG;Secadora Samsung DVG22K6500V/AP inox 22kg/48lb;New;New;New;$3.699.000;;New;0;New;
2018-01-09;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;8;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/246844-262-262/Vistafrontal.jpg?v=636481411651000000;https://www.tiendasjumbo.co/lavadora-lg-20kg-carga-frontal-wm20vvs6/p;Organic;Washing Machine;LG;Lavadora LG 20kg - Carga Frontal - WM20VVS6;New;New;New;$3.484.915;$4.099.900;New;0;New;
2018-01-09;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;9;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/251987-262-262/vistafrontal.jpg?v=636482701768030000;https://www.tiendasjumbo.co/lav-sec-samsung-18kg-40lbs-wd18j7825kp-addwash/p;Organic;Washing Machine;SAMSUNG;Lav/sec Samsung 18kg/40lbs WD18J7825KPaddwash;New;New;New;$3.479.200;$4.349.000;New;0;New;
2018-01-09;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;10;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/248099-262-262/Vistafrontal.jpg?v=636481421830900000;https://www.tiendasjumbo.co/lavadora-secadora-lg-15kg-33lbs-wd1577rd/p;Organic;Washing Machine;LG;Lavadora Secadora LG 15Kg/33Lbs WD1577RD;New;New;New;$3.442.415;$4.049.900;New;0;New;
2018-01-09;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;11;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/246709-262-262/1.jpg?v=636481410565600000;https://www.tiendasjumbo.co/lavadora-secadora-2-en-1-mabe-lsm1105xs-11kg-gris-/p;Organic;Washing Machine;MABE;Lavadora - Secadora 2 en 1 Mabe LSM1105XS 11Kg Gris;New;New;New;$3.385.900;;New;0;New;
2018-01-09;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;12;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/251667-262-262/1.jpg?v=636482143702300000;https://www.tiendasjumbo.co/lavadora-whirlpool-7mwfw75hefw-blanca-carfron-de-17kg-/p;Organic;Washing Machine;WHIRLPOOL;Lavadora Whirlpool 7MWFW75HEFW blanca carfron de 17kg;New;New;New;$3.289.900;;New;0;New;
2018-01-09;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;13;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/247746-262-262/vistafrontal.jpg?v=636481418883530000;https://www.tiendasjumbo.co/secadora-lg-20kg-44lb-df20vvs-tipo-inox/p;Organic;Other;LG;Secadora LG 20kg/44lb DF20VVS tipo inox;New;New;New;$3.059.915;$3.599.900;New;0;New;
2018-01-09;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;14;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/251948-262-262/1.jpg?v=636482599897830000;https://www.tiendasjumbo.co/lavadora-secadora-lg-wd12sb6-silver-12kg-26lbs/p;Organic;Washing Machine;LG;Lavadora/secadora LG WD12SB6 silver 12kg/26lbs;New;New;New;$2.932.415;$3.449.900;New;0;New;
2018-01-09;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;15;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/247895-262-262/Vistafrontal.jpg?v=636481420015830000;https://www.tiendasjumbo.co/lavadora-samsung-20kg-44ls-wf20m5500ap-co-inox-inv/p;Organic;Washing Machine;SAMSUNG;Lavadora Samsung wf20m5500ap/co inox de 20kg;New;New;New;$2.924.250;$3.899.000;New;0;New;
2018-01-09;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;16;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/246589-262-262/Vistafrontal.jpg?v=636481409768100000;https://www.tiendasjumbo.co/lavadora-lg-17kg-wfs1739nhd/p;Organic;Washing Machine;LG;Lavadora LG 17kg - WFS1739NHD;New;New;New;$2.591.910;$2.879.900;New;0;New;
2018-01-09;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;17;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/248474-262-262/1.jpg?v=636481424410400000;https://www.tiendasjumbo.co/secadora-samsung-dvg20m5500p-ap-inox-de-20kg-/p;Organic;Other;SAMSUNG;Secadora Samsung DVG20M5500P/ap inox de 20kg/;New;New;New;$2.549.250;$3.399.000;New;0;New;
2018-01-09;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;18;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/247687-262-262/1.jpg?v=636481418343870000;https://www.tiendasjumbo.co/lavadora-samsung-20kg-44ls-wf20m5500aw-co-blanco/p;Organic;Washing Machine;SAMSUNG;Lavadora Samsung 20kg/44ls wf20m5500aw/co blanco;New;New;New;$2.549.250;$3.399.000;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;1;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/251832-262-262/vistafrontal.jpg?v=636482361315930000;https://www.tiendasjumbo.co/lavadora-samsung-24-3-5kg-53-7lb-flex-wv27m9900av-co/p;Organic;Washing Machine;SAMSUNG;Lavadora Samsung 24+3 5kg/53+7lb flex WV27M9900AV/CO;New;New;New;$6.499.000;;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;2;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/260499-262-262/Vistafrontal.jpg?v=636486437072200000;https://www.tiendasjumbo.co/secadora-samsung-24-3-5kg-53-7lb-flex-dvg27m9900v/p;Organic;Other;SAMSUNG;Secadora Samsung 24+3 5kg/53+7lb flex DVG27M9900V;New;New;New;$5.999.000;;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;3;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/247239-262-262/image-1c12241e48974b53b3741e944eff7534.jpg?v=636481414658300000;https://www.tiendasjumbo.co/lavadora-lg-22kg-49lbs-wm5000hva-twin-wash-acero/p;Organic;Washing Machine;LG;Lavadora LG 22 Kg/49 Lbs WM5000HVA Twin Wash Acero;New;New;New;$5.099.915;$5.999.900;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;4;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/248263-262-262/Vistafrontal.jpg?v=636481423205600000;https://www.tiendasjumbo.co/lavadora-secadora-mabe-37lbs-17kg-mcl1740psdg0/p;Organic;Washing Machine;MABE;Lavadora Secadora Mabe 37lbs/17Kg - MCL1740PSDG0;New;New;New;$4.259.000;;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;5;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/248316-262-262/Vistafrontal.jpg?v=636481423563030000;https://www.tiendasjumbo.co/lavadora-secadora-lg-carga-frontal-20kg-44lbs-wd20vvs6/p;Organic;Washing Machine;LG;Lavadora/secadora LG Carga Frontal 20kg/44lbs WD20VVS6;New;New;New;$4.207.415;$4.949.900;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;6;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/247748-262-262/DetallesdelProducto.jpg?v=636481418889400000;https://www.tiendasjumbo.co/lavadora-lg-22kg-carga-frontal-wm22vvs6/p;Organic;Washing Machine;LG;Lavadora LG 22kg - Carga Frontal - WM22VVS6;New;New;New;$4.139.910;$4.599.900;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;7;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/251833-262-262/1.jpg?v=636482361334230000;https://www.tiendasjumbo.co/lavadora-whirlpool-20kg-carfron-7mwfw90hefc-silver/p;Organic;Washing Machine;WHIRLPOOL;Lavadora Whirlpool 20kg carfron 7MWFW90HEFC silver;New;New;New;$3.999.900;;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;8;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/326033-262-262/Vistafrontal.jpg?v=636487527216400000;https://www.tiendasjumbo.co/secadora-samsung-dvg22k6500v-ap-inox-22kg-48lb/p;Organic;Other;SAMSUNG;Secadora Samsung DVG22K6500V/AP inox 22kg/48lb;New;New;New;$3.699.000;;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;9;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/246844-262-262/Vistafrontal.jpg?v=636481411651000000;https://www.tiendasjumbo.co/lavadora-lg-20kg-carga-frontal-wm20vvs6/p;Organic;Washing Machine;LG;Lavadora LG 20kg - Carga Frontal - WM20VVS6;New;New;New;$3.484.915;$4.099.900;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;10;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/251987-262-262/vistafrontal.jpg?v=636482701768030000;https://www.tiendasjumbo.co/lav-sec-samsung-18kg-40lbs-wd18j7825kp-addwash/p;Organic;Washing Machine;SAMSUNG;Lav/sec Samsung 18kg/40lbs WD18J7825KPaddwash;New;New;New;$3.479.200;$4.349.000;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;11;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/248099-262-262/Vistafrontal.jpg?v=636481421830900000;https://www.tiendasjumbo.co/lavadora-secadora-lg-15kg-33lbs-wd1577rd/p;Organic;Washing Machine;LG;Lavadora Secadora LG 15Kg/33Lbs WD1577RD;New;New;New;$3.442.415;$4.049.900;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;12;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/246709-262-262/1.jpg?v=636481410565600000;https://www.tiendasjumbo.co/lavadora-secadora-2-en-1-mabe-lsm1105xs-11kg-gris-/p;Organic;Washing Machine;MABE;Lavadora - Secadora 2 en 1 Mabe LSM1105XS 11Kg Gris;New;New;New;$3.385.900;;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;13;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/251667-262-262/1.jpg?v=636482143702300000;https://www.tiendasjumbo.co/lavadora-whirlpool-7mwfw75hefw-blanca-carfron-de-17kg-/p;Organic;Washing Machine;WHIRLPOOL;Lavadora Whirlpool 7MWFW75HEFW blanca carfron de 17kg;New;New;New;$3.289.900;;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;14;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/247746-262-262/vistafrontal.jpg?v=636481418883530000;https://www.tiendasjumbo.co/secadora-lg-20kg-44lb-df20vvs-tipo-inox/p;Organic;Other;LG;Secadora LG 20kg/44lb DF20VVS tipo inox;New;New;New;$3.059.915;$3.599.900;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;15;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/251948-262-262/1.jpg?v=636482599897830000;https://www.tiendasjumbo.co/lavadora-secadora-lg-wd12sb6-silver-12kg-26lbs/p;Organic;Washing Machine;LG;Lavadora/secadora LG WD12SB6 silver 12kg/26lbs;New;New;New;$2.932.415;$3.449.900;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;16;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/247895-262-262/Vistafrontal.jpg?v=636481420015830000;https://www.tiendasjumbo.co/lavadora-samsung-20kg-44ls-wf20m5500ap-co-inox-inv/p;Organic;Washing Machine;SAMSUNG;Lavadora Samsung wf20m5500ap/co inox de 20kg;New;New;New;$2.924.250;$3.899.000;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;17;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/246589-262-262/Vistafrontal.jpg?v=636481409768100000;https://www.tiendasjumbo.co/lavadora-lg-17kg-wfs1739nhd/p;Organic;Washing Machine;LG;Lavadora LG 17kg - WFS1739NHD;New;New;New;$2.591.910;$2.879.900;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;18;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/248474-262-262/1.jpg?v=636481424410400000;https://www.tiendasjumbo.co/secadora-samsung-dvg20m5500p-ap-inox-de-20kg-/p;Organic;Other;SAMSUNG;Secadora Samsung DVG20M5500P/ap inox de 20kg/;New;New;New;$2.549.250;$3.399.000;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;19;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/247687-262-262/1.jpg?v=636481418343870000;https://www.tiendasjumbo.co/lavadora-samsung-20kg-44ls-wf20m5500aw-co-blanco/p;Organic;Washing Machine;SAMSUNG;Lavadora Samsung 20kg/44ls wf20m5500aw/co blanco;New;New;New;$2.549.250;$3.399.000;New;0;New;
2018-01-09;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;20;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/264082-262-262/Vistafrontal.jpg?v=636486535165900000;https://www.tiendasjumbo.co/lav-sec-samsung-11-5-kgs-25-lbs-wd11k6410ow-co-add/p;Organic;Washing Machine;SAMSUNG;Lav/sec Samsung 11.5 kgs/25 lbs WD11K6410OW/CO add;New;New;New;$2.479.200;$3.099.000;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;1;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/247239-262-262/image-1c12241e48974b53b3741e944eff7534.jpg?v=636481414658300000;https://www.tiendasjumbo.co/lavadora-lg-22kg-49lbs-wm5000hva-twin-wash-acero/p;Organic;Washing Machine;LG;Lavadora LG 22 Kg/49 Lbs WM5000HVA Twin Wash Acero;New;New;New;$5.099.915;$5.999.900;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;2;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/248316-262-262/Vistafrontal.jpg?v=636481423563030000;https://www.tiendasjumbo.co/lavadora-secadora-lg-carga-frontal-20kg-44lbs-wd20vvs6/p;Organic;Washing Machine;LG;Lavadora/secadora LG Carga Frontal 20kg/44lbs WD20VVS6;New;New;New;$4.207.415;$4.949.900;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;3;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/247748-262-262/DetallesdelProducto.jpg?v=636481418889400000;https://www.tiendasjumbo.co/lavadora-lg-22kg-carga-frontal-wm22vvs6/p;Organic;Washing Machine;LG;Lavadora LG 22kg - Carga Frontal - WM22VVS6;New;New;New;$4.139.910;$4.599.900;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;4;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/251833-262-262/1.jpg?v=636482361334230000;https://www.tiendasjumbo.co/lavadora-whirlpool-20kg-carfron-7mwfw90hefc-silver/p;Organic;Washing Machine;WHIRLPOOL;Lavadora Whirlpool 20kg carfron 7MWFW90HEFC silver;New;New;New;$3.999.900;;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;5;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/326033-262-262/Vistafrontal.jpg?v=636487527216400000;https://www.tiendasjumbo.co/secadora-samsung-dvg22k6500v-ap-inox-22kg-48lb/p;Organic;Other;SAMSUNG;Secadora Samsung DVG22K6500V/AP inox 22kg/48lb;New;New;New;$3.699.000;;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;6;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/246844-262-262/Vistafrontal.jpg?v=636481411651000000;https://www.tiendasjumbo.co/lavadora-lg-20kg-carga-frontal-wm20vvs6/p;Organic;Washing Machine;LG;Lavadora LG 20kg - Carga Frontal - WM20VVS6;New;New;New;$3.484.915;$4.099.900;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;7;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/251987-262-262/vistafrontal.jpg?v=636482701768030000;https://www.tiendasjumbo.co/lav-sec-samsung-18kg-40lbs-wd18j7825kp-addwash/p;Organic;Washing Machine;SAMSUNG;Lav/sec Samsung 18kg/40lbs WD18J7825KPaddwash;New;New;New;$3.479.200;$4.349.000;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;8;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/248099-262-262/Vistafrontal.jpg?v=636481421830900000;https://www.tiendasjumbo.co/lavadora-secadora-lg-15kg-33lbs-wd1577rd/p;Organic;Washing Machine;LG;Lavadora Secadora LG 15Kg/33Lbs WD1577RD;New;New;New;$3.442.415;$4.049.900;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;9;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/246709-262-262/1.jpg?v=636481410565600000;https://www.tiendasjumbo.co/lavadora-secadora-2-en-1-mabe-lsm1105xs-11kg-gris-/p;Organic;Washing Machine;MABE;Lavadora - Secadora 2 en 1 Mabe LSM1105XS 11Kg Gris;New;New;New;$3.385.900;;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;10;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/251667-262-262/1.jpg?v=636482143702300000;https://www.tiendasjumbo.co/lavadora-whirlpool-7mwfw75hefw-blanca-carfron-de-17kg-/p;Organic;Washing Machine;WHIRLPOOL;Lavadora Whirlpool 7MWFW75HEFW blanca carfron de 17kg;New;New;New;$3.289.900;;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;11;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/247746-262-262/vistafrontal.jpg?v=636481418883530000;https://www.tiendasjumbo.co/secadora-lg-20kg-44lb-df20vvs-tipo-inox/p;Organic;Other;LG;Secadora LG 20kg/44lb DF20VVS tipo inox;New;New;New;$3.059.915;$3.599.900;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;12;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/251948-262-262/1.jpg?v=636482599897830000;https://www.tiendasjumbo.co/lavadora-secadora-lg-wd12sb6-silver-12kg-26lbs/p;Organic;Washing Machine;LG;Lavadora/secadora LG WD12SB6 silver 12kg/26lbs;New;New;New;$2.932.415;$3.449.900;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;13;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/247895-262-262/Vistafrontal.jpg?v=636481420015830000;https://www.tiendasjumbo.co/lavadora-samsung-20kg-44ls-wf20m5500ap-co-inox-inv/p;Organic;Washing Machine;SAMSUNG;Lavadora Samsung wf20m5500ap/co inox de 20kg;New;New;New;$2.924.250;$3.899.000;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;14;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/246589-262-262/Vistafrontal.jpg?v=636481409768100000;https://www.tiendasjumbo.co/lavadora-lg-17kg-wfs1739nhd/p;Organic;Washing Machine;LG;Lavadora LG 17kg - WFS1739NHD;New;New;New;$2.591.910;$2.879.900;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;15;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/248474-262-262/1.jpg?v=636481424410400000;https://www.tiendasjumbo.co/secadora-samsung-dvg20m5500p-ap-inox-de-20kg-/p;Organic;Other;SAMSUNG;Secadora Samsung DVG20M5500P/ap inox de 20kg/;New;New;New;$2.549.250;$3.399.000;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;16;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/248263-262-262/Vistafrontal.jpg?v=636481423205600000;https://www.tiendasjumbo.co/lavadora-secadora-mabe-37lbs-17kg-mcl1740psdg0/p;Organic;Washing Machine;MABE;Lavadora Secadora Mabe 37lbs/17Kg - MCL1740PSDG0;New;New;New;;;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;17;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/247687-262-262/1.jpg?v=636481418343870000;https://www.tiendasjumbo.co/lavadora-samsung-20kg-44ls-wf20m5500aw-co-blanco/p;Organic;Washing Machine;SAMSUNG;Lavadora Samsung 20kg/44ls wf20m5500aw/co blanco;New;New;New;$2.549.250;$3.399.000;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;18;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/264082-262-262/Vistafrontal.jpg?v=636486535165900000;https://www.tiendasjumbo.co/lav-sec-samsung-11-5-kgs-25-lbs-wd11k6410ow-co-add/p;Organic;Washing Machine;SAMSUNG;Lav/sec Samsung 11.5 kgs/25 lbs WD11K6410OW/CO add;New;New;New;$2.479.200;$3.099.000;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;19;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/248458-262-262/vistafrontal.jpg?v=636481424345870000;https://www.tiendasjumbo.co/lavadora-lg-20kg-44lb-wm20wv6-blanco-cargafro/p;Organic;Washing Machine;LG;Lavadora LG 20kg/44lb wm20wv6 blanco carga frontal;New;New;New;$2.339.935;$3.599.900;New;0;New;
2018-01-10;G1;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;20;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/251979-262-262/image-16a1337462f64dbe83acdc6bdfd71e6b.jpg?v=636482701647830000;https://www.tiendasjumbo.co/mini-lavadora-lg-3-5kg-7-7lb-twin-wash-wd100cv/p;Organic;Washing Machine;LG;Mini lavadora LG 3.5kg/7.7lb twin wash - WD100CV;New;New;New;$2.337.415;$2.749.900;New;0;New;
2018-01-10;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;1;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/247239-262-262/image-1c12241e48974b53b3741e944eff7534.jpg?v=636481414658300000;https://www.tiendasjumbo.co/lavadora-lg-22kg-49lbs-wm5000hva-twin-wash-acero/p;Organic;Washing Machine;LG;Lavadora LG 22 Kg/49 Lbs WM5000HVA Twin Wash Acero;New;New;New;$5.099.915;$5.999.900;New;0;New;
2018-01-10;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;2;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/248316-262-262/Vistafrontal.jpg?v=636481423563030000;https://www.tiendasjumbo.co/lavadora-secadora-lg-carga-frontal-20kg-44lbs-wd20vvs6/p;Organic;Washing Machine;LG;Lavadora/secadora LG Carga Frontal 20kg/44lbs WD20VVS6;New;New;New;$4.207.415;$4.949.900;New;0;New;
2018-01-10;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;3;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/247748-262-262/DetallesdelProducto.jpg?v=636481418889400000;https://www.tiendasjumbo.co/lavadora-lg-22kg-carga-frontal-wm22vvs6/p;Organic;Washing Machine;LG;Lavadora LG 22kg - Carga Frontal - WM22VVS6;New;New;New;$4.139.910;$4.599.900;New;0;New;
2018-01-10;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;4;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/251833-262-262/1.jpg?v=636482361334230000;https://www.tiendasjumbo.co/lavadora-whirlpool-20kg-carfron-7mwfw90hefc-silver/p;Organic;Washing Machine;WHIRLPOOL;Lavadora Whirlpool 20kg carfron 7MWFW90HEFC silver;New;New;New;$3.999.900;;New;0;New;
2018-01-10;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;5;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/326033-262-262/Vistafrontal.jpg?v=636487527216400000;https://www.tiendasjumbo.co/secadora-samsung-dvg22k6500v-ap-inox-22kg-48lb/p;Organic;Other;SAMSUNG;Secadora Samsung DVG22K6500V/AP inox 22kg/48lb;New;New;New;$3.699.000;;New;0;New;
2018-01-10;G3;Colombia;Jumbo;Desktop;Washing Machine;TV 4K;Listagem;6;https://jumbocolombiafood.vteximg.com.br/arquivos/ids/246844-262-262/Vistafrontal.jpg?v=636481411651000000;https://www.tiendasjumbo.co/lavadora-lg-20kg-carga-frontal-wm20vvs6/p;Organic;Washing Machine;LG;Lavadora LG 20kg - Carga Frontal - WM20VVS6;New;New;New;$3.484.915;$4.099.900;New;0;New;
